Index,Entry Word,Part of Speech,Affix,Definition
1346,ključi,n m,,key
1347,kljuka,n f,,handle (door)
1348,kljuno,n m,,beak
1349,klupa,n f,,bench
1350,kmetija,n f,,homestead
1351,kmetijsko,adj,,agricultural
1352,kmeto,n m,,farmer
1353,knjiga,n f,,book
1354,knohiljca,n f,,buckle
1355,koč,n f,,knee
1356,kočija,n f,,coach
1357,kocini pe,v,,have a hickup
1358,kocka,n f,,"dice, cubicle"
1359,kočka,n f,,mother hen
1360,kočnjako,n m,,molar (tooth)
1361,kodrasto,adj,,curly-haired
1362,koja,pron dem f,,that
1363,kokalo,n m,,bone
1364,kokodakini,v itr,,cackle
1365,kokoro,adv,,alone
1366,kole,pron dem pl,,those
1367,kolesari,n m,,cyclist
1368,koli,n m,,stake
1369,koliba,n f,,1. tent 2. hut
1370,kolo,n m,,wheel
1371,komado,n m,,harness
1372,komaranča,n f,,orange
1373,komari,n m,,mosquito
1374,komarji,n m,,gnat
1375,kon,pron,,"who, which"
1376,kon-kon,pron indef,,"some, many a"
1377,koncerto,n m,,concert
1378,končini,v tr,,"end, finish"
1379,končno,adv,,finally
1380,kondukteri,n m,,conductor
1381,konec,n m,,end
1382,konferenca,n f,,conference
1383,kongreso,n m,,congress
1384,koniko,pron indef,,some
1385,konjako,n m,,Cognac
1386,kontakto,n m,,contact
1387,kontejneri,n m,,container
1388,kontrabaso,n m,,contrabass
1389,kontrola,n f,,control
1390,konzerva,n f,,"can, tin"
1391,kopači,n m,,digger
1392,kopalke,n m pl,,bathing suit
1393,kopalnica,n f,,bathroom
1394,kopini,v itr,,dig
1395,labodo,n m,,swan
1396,lač,n f,,disgrace
1397,lač,n f,,dishonour
1398,lač,n f,,scandal
1399,lač,n f,,discredit
1400,lačhe,adv,,"well, o.k."
1401,lačhipe,n m,,"goodness, quality"
1402,lačho,adj m,,good
1403,ladelco,n m,,drawer
1404,ladidžal,v itr,,"1. travel 2. walk, stroll"
1405,ladja,n f,,ship
1406,ladž,n f,,"discredit, dishonour, scandal"
1407,ladžakeri,v tr,,be a disgrace to
1408,ladži,v itr,,be ashamed
1409,ladžumno,adj m,,"shameful, disgraceful"
1410,lagašno,adj,,"light, easy"
1411,lagašnost,n,,lightness
1412,lako,part mod,,1. be able to 2. is possible 3. probable
1413,lakto,n m,,elbow
1414,laluka,n f,,1. maxilla 2. cheek
1415,lampa,n f,,lamp
1416,lanco,n m,,chain
1417,langi,v itr,,limp
1418,lani,adv temp,,last year
1419,lano,n m,,1. flax 2. linen
1420,lansko,adv temp,,last year
1421,lastavica,n f,,swallow
1422,lastnica,n f,,owner
