Index,Entry Word,Part of Speech,Affix,Definition
857,elšő unokateštvéri,n m,-ivja/-is-,első unokatestvér
858,elváltno,adj m,,elvált
859,élvezeto,n m,-i/-os-,élvezet
860,emlékezínel,v tr,-d-/-d-,emlékszik
861,emlékeztetinál,v tr,,emlékeztet
862,emléko,n m,-i/-os-,emlék
863,emléksínel,v tr,-d-/-d-,emlékszik
864,említínel,v tr,-d-/-d-,említ
865,éňa,num card,,kilenc
866,éňato,num ord,,kilencedik
867,éňavardeš,num card,,kilencven
868,endáni,n f,-ivja/-i-,rokon (f.)
869,endáno,n m,-i/-os-,rokon (m.)
870,énekeši,n m,-ivja/-is-,énekes
871,énekeškiňa,n f,-i/-a-,énekesnő
872,engedíjo,n m,-i/-os-,engedély
873,eňhémno,adj m,,enyhe
874,eňhítínel,v tr,-d-/-d-,enyhít
875,epaš,num fract,,fél
876,epaš,n,,fél
877,epaš deci,n m,-ivja/-is-,féldeci
878,epašúne,adv mod,,félig
879,epe,n,,epe
880,építínel,v tr,-d-/-d-,épít
881,építkezéši,n m,-ivja/-is-,építkezés
882,építkezínel,v itr,-d-/-d-,építkezik
883,épno,adj m,,ép
884,éppen,adv,,éppen
885,erďávo,adj m,,rossz
886,erďavóne,adv,,rosszul
887,erdejifeňőskro kašt,n phr,,erdei fenyő
888,érdekeltno,adj m,,érdekelt
889,érdekešno,adj m,,érdekes
890,érdeklínel,v tr,-d-/-d-,érdekel
891,érdeko,n m,-i/-os-,érdek
892,érdemlínel,v tr,-d-/-d-,érdemel
893,erdési,n m,-ivja/-is-,erdész
894,ére,pron dem,,erre
895,eréder,pron dem,,errébb
896,eredetileg,adv,,eredetileg
897,eredméňo,n m,-i/-os-,eredmény
898,éretno,adj m,,érett
899,érintéšo,n m,-i/-os-,érintés
900,érintínel,v tr,-d-/-d-,érint
901,erkéjo,n m,-i/-os-,erkély
902,érkezínel,v itr,-d-/-d-,érkezik
903,erősako,n m,-i/-os-,erőszak
904,erősakošno,adj m,,erőszakos
905,erőtejješno,adj m,,erőteljes
906,értéko,n m,-i/-os-,érték
907,értéktelemno,adj m,,értéktelen
908,értelmo,n m,-i/-os-,"intelligencia, értelem"
909,értešítéši,n m,-ivja/-is-,értesítés
910,értešítínel,v tr,-d-/-d-,értesít
911,érvéňešlínel,v itr,-d-/-d-,érvényesül
912,érzéši,n m,-ivja/-is-,érzés
913,éš,conj,,és
914,ésakiko,adj m,,északi
915,ésako,n m,-i/-os-,észak
916,ešéjo,n m,-i/-os-,valószínűség
917,ešeméňo,n m,-i/-os-,esemény
918,éserümno,adj m,,ésszerű
919,ešeto,n m,-i/-os-,"eset, ügy"
920,éso,n m,-i/-os-,ősz
921,ésre lel,v phr tr,,észrevesz
922,éttermo,n f,"-a, -ja/-a-, -ja-",étterem
923,evangélikuši,n m,-ivja/-is-,evangélikus
924,evezimi lapáta,n phr f,,evezőlapát
925,évsako,n m,-i/-os-,évszak
926,ezelét,prep,,ezelőtt
927,ezér,conj,,ezért
928,ezeri,num card,,ezer
929,ezerval,num mult,,ezerszer
930,ezrediko,num ord,,ezredik
931,ezrešni,n f,-ivja/-i-,ezres
932,ezüštiko,adj,,ezüst
933,ezüštno,adj,,ezüst
934,ezüšto,n m,-i/-os-,ezüst
935,fáďastimo,adj m,,fagyasztott
936,faďastínel,v tr,-d-/-d-,"fagyaszt, megfagyaszt"
937,faďďú,n m,úvi/ús,faggyú
938,faďínel,v itr,-d-/-d-,"fagy, megfagy"
939,faďo,n m,-i/-os-,fagy
940,fajo,n m,-i/-os-,faj (állat pl.)
941,fajta,n f,-i/-a-,"fajta, féle"
