Index,Entry Word,Part of Speech,Affix,Definition
65,ani-ani,conj,,vagy-vagy
66,aňira,adv,,annyira
67,anral,adv loc,,belülről
68,anre,adv loc,,"bent, be"
69,anre,part vb,,be-
70,anro,n m,,tojás
71,anro xiňel,v phr,,tojik
72,apal,part narr,,"hát, aztán"
73,apol,part narr,,"hát, aztán"
74,arakel,v tr,,1. talál 2. őriz
75,arakel avri,partv,,kitalál
76,arakhel,v tr,,1. talál 2. őriz
77,arčič,n m,,ólom
78,arčiči,n m,,ólom
79,arde,adv loc,,"erre, errefelé"
80,are,part vb,,be-
81,are,adv loc,,"bent, be"
82,ari,part vb,,ki
83,ari,adv loc,,kint
84,ari marel rupuneha,v phr,,ezüsttel kiver
85,armi,n m,,káposzta
86,armin,n m,,káposzta
87,arno,n m,,tojás
88,aro,n m,,liszt
89,aro,n m,,tojás
90,asajimo,n m,,"nevetés, nevetség"
91,asal,v itr,,nevet
92,asal avri,partv,,kinevet
93,asalimo,n m,,"nevetés, nevetség"
94,aso,pron dem m,,"olyan, ilyen"
95,aspin,n m,,acél
96,astači,n m,,serpenyő
97,astala,n,,asztal
98,ašunel,v tr,,hall
99,asva,n m pl,,könny
100,atake,adv loc,,itt ni
101,ate,adv loc,,1. itt 2. ide
102,athake,adv loc,,itt ni
103,athe,adv loc,,1. itt 2. ide
104,aťi,adj,,annyi
105,avel,v itr,,1. jön 2. 
106,aver,pron indef,,más (kaver az o/i)
107,aver ďes,adv phr,,másnap
108,aver them,n phr,,külföld
109,avka,adv mod,,"így, úgy"
110,avral,adv loc,,kívülről
111,avri,part vb,,ki
112,avri,adv loc,,kint
113,avri džanel,partv,,"megtud, kitalál, rájön"
114,avri kerel,partv,,kinyit
115,avri lel,partv,,kivesz
116,avri mukel,partv,,kienged
117,avri paruvel,partv,,kicserél
118,avri pel,partv,,kiiszik
119,avri perel,partv,,kiesik
120,avri phenel,partv,,"mond, megmond"
121,avri sasťarel,partv,,kigyógyít
122,avrothe,adv loc,,máshol
123,axtonpeko somnakuno,n phr,,színarany
124,azbal,v tr,,1. bánt 2. hozzányúl
125,azir,adv caus,,azért
126,baj,n f,,ruha ujja
127,bajato,n m,,gyermek
128,baji,n f,,koca
129,bajusa,n,,bajusz
130,bakanča,n,,cipő
131,bakrano,adj m,,birka-
132,bakrano mas,n phr,,juhhús
133,bakri,n f,,birka
134,bakro,n m,,birka
135,bal,n m,,"hajszál, szőrszál"
136,balaňi,n f,,teknő
137,balano,adj m,,sertés-
138,balano mas,n phr,,disznóhús
139,baľari,n m,,kondás
140,baldo,n m,,bál
141,bali,n f,,koca
142,baličho,n m,,malac
143,balo,n f,,disznó
144,balval,n f,,szél
145,banato,n m,,bánat
146,banďarel,v tr,,"görbít, hajlít, ferdít"
147,banďol,v itr,,meggörbül
148,bango,adj m,,görbe
149,bantij,v tr,,1. bánt 2. hozzányúl
150,bantinel,v tr,,1. bánt 2. hozzányúl
151,bar,n m,,kő
152,bar,n f,,kert
153,bar,n f,,kő
154,bař,n f,,kő
155,bař,n m,,kő
156,bararel,v tr,,1. nevel 2. felnevel
157,bararel opre,partv,,"felnevel, nevel"
158,barari,n m,,1. kőműves 2. kertész
159,bařari,n m,,1. kőműves 2. kertész
160,baratkiňa,n f,,barátnő
161,barato,n m,,barát
162,bare,adv mod,,nagyon
163,barimo,n m,,nagyság
164,baripe,n m,,nagyság
165,barnasto,adj m,,barna
166,baro,adj m,,nagy
167,barol,v itr,,nő
168,baruno,adj m,,kő-
169,barvalimo,n m,,gazdagság
170,barvalipe,n m,,gazdagság
171,barvalipo,n m,,gazdagság
172,barvarel,v tr,,meggazdagít
173,bašavel,v tr,,"hegedül, hangszeren játszik"
174,bašno,n m,,kakas
175,bašol,v itr,,"hangzik (hangszer), hangot ad (állat)"
176,baxt,n f,,szerencse
177,baxtalo,adj m,,szerencsés
178,beato,n m,,gyermek
179,beng,n m,,ördög
180,berš,n m,,év
181,bešavel,v tr,,ültet
182,bešel,v itr,,1. ül 2. lakik
183,beťari,n m,,betyár
184,bi,prep,,nélkül
185,bibaxtalo,adj m,,szerencsétlen
186,biboldi,n f,,zsidó
187,biboldo,n m,,zsidó
188,bibuťako,adj m,,munka nélkül
189,bičačo,adj m,,hamis
190,bidadesko,adj m,,apátlan
191,bikinel,v tr,,elad
192,biknel,v tr,,elad
193,bilal,v itr,,olvad
194,biľal,v itr,,olvad
195,biľarel,v tr,,olvaszt
196,bilavel,v tr,,olvaszt
197,bilondo,adj m,,sótlan
198,biriľi,n f,,"méh, darázs"
199,birinel,v mod,,"bír, tud"
200,biriňi,n f,,"méh, darázs"
201,biromňako,adj m,,nőtlen
202,biš,num card,,húsz
203,bišengi,n f,,húszas
204,bišol,v itr,,hívják vhogy
205,bišto,num ord,,huszadik
206,bistrel,v tr,,elfelejt
207,bivav,n m,,"esküvő, lakodalom"
208,bluzo,n m,,blúz
209,bodeva,n f,,kunyhó
210,bojnik,n m,,betyár
211,bok,n f,,éhség
212,bokh,n f,,éhség
213,bokhalo,adj m,,éhes
214,bokoľi,n f,,hájas pogácsa
215,boldines,adv mod,,fordítva
216,bolel,v tr,,"bemerít, megkeresztel"
217,bolta,n f,,bolt
218,bori,n f,,1. meny 2. menyasszony
219,boro,adj m,,nagy
220,börtön,n f,,"fogság, börtön"
221,bov,n m,,"kályha, kemence"
222,braďi,n f,,"vödör, kanna"
223,brana,n f,,"zár, kapu"
224,braňi,n,,csizma
225,brek,n m,,"mell, kebel"
226,briga,n f,,bánat
227,brišind,n m,,eső
228,broška,n f,,boszorkány
229,bučuma,n f,,"tőke, tönk"
230,buď ďesende,adv phr,,sok nap múltán
231,budžanglo,adj m,,ravasz
232,buko,n m,,máj
233,bul,n f,,"fenék, far"
234,bule del,v phr,,közösül
235,bulharel,v tr,,"szélesít, kiterít"
236,bulhipe,n m,,szélesség
237,buraca,n f,,gomba
238,bureca,n f,,gomba
239,burňik,n f,,marék
240,but,adj,,sok
241,but žene,n phr,,sokan
242,butaig,adv temp,,sokáig
243,butavo,adj m,,buta
244,buťi,n f,,1. munka 2. dolog
245,butivar,adv mod,,sokszor
246,butvar,adv mod,,sokszor
247,buxľarel,v tr,,"szélesít, kiterít"
248,buxlimo,n m,,szélesség
249,buxlipe,n m,,szélesség
250,buxlipo,n m,,szélesség
251,buxlo,adj m,,"bő, széles"
252,buzno,n m,,bakkecske
253,ča,adv mod,,csak
254,čačipe,n m,,igazság
255,čačo,adj m,,igaz
256,čaj,n f,,leány (cigány)
257,čajol,v itr,,jóllakik
258,čak,adv mod,,csak
259,čalado,n m,,1. család 2. gyerekek
260,čaľol,v itr,,jóllakik
261,čang,n f,,térd
262,čanga del,v phr,,letérdel
263,čar,n f,,fű
264,cara,n f,,ország (csak dalokban)
265,čarda,n f,,"kocsma, csárda"
266,čarel,v tr,,nyal
267,čaro,n m,,"tál, tányér"
268,časo,n m,,óra
269,čavo,n m,,fiú (cigány)
270,čej,n f,,leány (cigány)
271,celo,adj m,,egész
272,čeňa,n pl,,fülbevaló
273,čepo,n m,,csepp
274,ceřa,adj,,kevés
275,ceřa,adj,,kicsi
276,cerha,n f,,sátor
277,cerhaki beli,n phr,,sátorfa
278,Cerhari,n m,,sátoros (egy cigány csoport)
279,čeri,n m,,ég
280,čhaj,n f,,leány (cigány)
281,čhavo,n m,,fiú (cigány)
282,čhej,n f,,leány (cigány)
283,čhib,n f,,1. nyelv (testrész) 2. nyelv (beszéd)
284,čhinďol,v itr,,"szakad, hasad"
285,čhinďol tele,partv,,leszakad
286,čhinel,v tr,,vág
287,čhingerkerel,v tr,,szaggat
288,čhingrel,v tr,,szakít
289,čhol,v tr,,"rak, tesz, helyez"
290,čhon,n m,,"hónap, hold"
291,čhor,n m,,szakáll
292,čhordel,v tr,,önt
293,čhorďol,v itr,,ömlik
294,čhuďarel avri,partv,,kirak
295,čhudel,v tr,,"dob, vet"
296,čhudel,v tr,,dob
