Index,Entry Word,Part of Speech,Affix,Definition
623,jačel-pê džido,v phr itr,,survive
624,jačhêl-pê,v itr,,stay
625,jačmeňo,n f,,barley
626,jag,n f,,fire
627,jagitko,adj,,fiery
628,jakh,n f,,eye
629,jakhakiri ľaľka,n phr f,,pupil (of the eye)
630,jama,n f,,pit
631,janêl,v tr,,"bring, deliver"
632,janvaŕo,n m,,January
633,jaržo,n m,,flour
634,jasno,adj,,clear
635,jasvin,n f,,tear
636,javêl,v itr,,"1. come, arrive 2. appear 3. happen"
637,javêl,v tr,,own
638,javgin,n m,,honey
639,jegľa,n f,,spruce
640,jej,pron pers 3 sg f,,she
641,jekdžênês,adv,,alone
642,jekdžêno,adj m,,"single, lonely"
643,jekh,art indef sg,,a
644,jekh,adj,,only
645,jekh,num card,,one
646,jekh jekhes,adv,,each other
647,jekh molo,num mult,,once
648,jekh molo,adv,,once
649,jeli,adv,,hardly
650,jesčo,adv,,moreover
651,jesčo butêdyr,adv phr,,even more
652,jesčo molo,adv phr,,once again
653,jesli,conj,,if
654,jesli na,conj,,unless
655,jezbax,adv,,1. however 2. anyway 3. again
656,ježo,n m,,hedgehog
657,jiv,n m,,snow
658,jivitko,adj,,snowy
659,joj,pron pers 3 sg f,,she
660,jonê,pron pers 3 pl,,they
661,jow,pron pers 3 sg m,,he
662,judîca,n f,,Jewess
663,judîtko,adj,,Jewish
664,judo,n m,,Jew
665,jugo,n m,,south
666,južno,adj,,southern
667,kaghnî,n f,,chicken
668,kaj,pron rel,,which (rel.)
669,kaj,pron int,,where
670,kaj … na,pron,,wherever
671,kaj-nibuď,adv loc,,anywhere
672,kaj-to,adv loc,,somewhere
673,kak,n m,,uncle (father's and mother's brother)
674,kakaraška,n f,,magpie
675,kalduno,n m,,magician
676,kalîpê,n m,,blackness
677,kalo,adj m,,black
678,kamêl,v tr,,"love, want, desire"
679,kamibê,n m,,wish
680,kamlî,n f,,lover (f.)
681,kamlîpê,n m,,love
682,kamlo,n m,,lover (m.)
683,kan,n m,,"ear, earlap"
684,kana,adv,,"1. now 2. immediately, at once 3. currently 4. just, already"
685,kandêl,v itr,,obey
686,kanduno,adj m,,obedient
687,kanglî,n f,,"comb, brush"
688,kanto,n m,,edge
689,kapľa,n f,,raindrop
690,kapľa,n f,,drop
691,kaptinêl,v tr,,smoke
692,kar,n m,,penis
693,karadîn,n f,,gun
694,karaňa,n f,,punishment
695,karandašo,n m,,pencil
696,karčma,n f,,pub
697,karik,pron int,,where to
698,karkinêl,v itr,,crow
699,kartočka,n f,,photograph
700,kašlinêl,v itr,,cough
701,kašľo,n m,,cough
702,kašt,n m,,1. tree 2. wood (material) 3. trunk
703,kaštoro,n m,,1. stick 2. spit (for cooking)
704,kaštuno,adj m,,wooden
705,kathyr,pron int,,1. from where 2. where to
706,kava,n f,,coffee
707,každo bêrš,adv phr,,annually
708,každo čhon,adv phr,,monthly
